formula,pressure,Tc_list,Tc_mean,Tc_std,method,ref
CeH9,113.92732354996508,['92.27393617021275'],92.27393617021275,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,117.0,['102.75449101796409'],102.75449101796409,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,117.98056561421342,['91.44281914893617'],91.44281914893617,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,119.80038858183514,['83.5933806146572'],83.5933806146572,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,121.95108845266078,['90.61170212765956'],90.61170212765956,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,123.93634987188447,['82.5775709219858'],82.5775709219858,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,124.18450754928745,['81.83880023640663'],81.83880023640663,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,127.0,['99.24151696606788'],99.24151696606788,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CaH6,133.97084048027443,['114.11042944785274'],114.11042944785274,0.0,expt,"['[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]']"
CaH6,139.01372212692968,['117.9959100204499'],117.9959100204499,0.0,expt,"['[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]']"
CaH6,140.96912521440822,['127.19836400817995'],127.19836400817995,0.0,expt,"['[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]']"
CaH6,143.95368782161233,"['139.05930470347647', '173.21063394683026']",156.13496932515335,17.075664621676893,expt,"['[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]', '[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]']"
CaH6,147.967409948542,['151.1247443762781'],151.1247443762781,0.0,expt,"['[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]']"
CaH6,148.89365351629502,['180.16359918200408'],180.16359918200408,0.0,expt,"['[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]']"
CaH6,153.93653516295024,"['166.0531697341513', '188.1390593047035']",177.0961145194274,11.042944785276092,expt,"['[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]', '[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]']"
CaH6,157.95025728987991,"['173.21063394683026', '193.25153374233128']",183.23108384458078,10.02044989775051,expt,"['[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]', '[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]']"
CaH6,160.00857632933105,['185.88957055214723'],185.88957055214723,0.0,expt,"['[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]']"
CaH6,161.9639794168096,['208.79345603271983'],208.79345603271983,0.0,expt,"['[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]']"
CaH6,164.9485420240137,['180.16359918200408'],180.16359918200408,0.0,expt,"['[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]']"
CaH6,166.90394511149228,['212.06543967280163'],212.06543967280163,0.0,expt,"['[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]']"
CaH6,169.88850771869642,['212.06543967280163'],212.06543967280163,0.0,expt,"['[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]']"
CaH6,169.99142367066895,"['212.88343558282207', '213.0879345603272', '199.79550102249488']",208.5889570552147,6.218472840790997,expt,"['[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]', '[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]', '[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]']"
CaH6,171.94682675814752,"['214.9284253578732', '214.31492842535786', '212.88343558282207']",214.04226312201772,0.8568374294462571,expt,"['[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]', '[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]', '[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]']"
CaH6,174.9313893653516,['212.06543967280163'],212.06543967280163,0.0,expt,"['[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]']"
CaH6,177.91595197255575,"['204.9079754601227', '214.31492842535786']",209.6114519427403,4.703476482617575,expt,"['[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]', '[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]']"
CaH6,180.90051457975989,['212.88343558282207'],212.88343558282207,0.0,expt,"['[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]']"
CaH6,181.0034305317324,"['206.95296523517382', '208.79345603271983']",207.87321063394683,0.9202453987730053,expt,"['[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]', '[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]']"
CaH6,181.92967409948545,['210.02044989775052'],210.02044989775052,0.0,expt,"['[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]']"
CaH6,183.98799313893653,['211.86094069529653'],211.86094069529653,0.0,expt,"['[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]']"
CaH6,186.97255574614064,['208.79345603271983'],208.79345603271983,0.0,expt,"['[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]']"
CaH6,188.9279588336192,"['207.36196319018404', '215.95092024539878']",211.6564417177914,4.294478527607367,expt,"['[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]', '[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]']"
CaH6,189.95711835334475,['211.86094069529653'],211.86094069529653,0.0,expt,"['[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]']"
CaH6,190.0600343053173,['210.02044989775052'],210.02044989775052,0.0,expt,"['[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]']"
CaH6,193.97084048027443,['210.02044989775052'],210.02044989775052,0.0,expt,"['[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]']"
CaH6,194.89708404802744,['210.83844580777097'],210.83844580777097,0.0,expt,"['[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]']"
CaH6,195.0,['207.9754601226994'],207.9754601226994,0.0,expt,"['[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]']"
CaH6,199.8370497427101,['204.49897750511246'],204.49897750511246,0.0,expt,"['[10.1103/PhysRevLett.128.167001,10.1073/pnas.1118168109]']"
CeH10,129.96280468502692,['93.75726802070889'],93.75726802070889,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH10,131.94127888572334,['94.13062524890482'],94.13062524890482,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH10,133.91975308641975,['89.15252887295898'],89.15252887295898,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH10,135.8982272871162,['93.50836320191159'],93.50836320191159,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH10,140.10248496359608,['86.78793309438471'],86.78793309438471,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH10,143.07019626464074,['96.12186379928315'],96.12186379928315,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH10,147.7690724912947,['94.87733970529669'],94.87733970529669,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH10,157.9087527698639,['87.16129032258064'],87.16129032258064,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH10,162.11301044634382,['90.14814814814815'],90.14814814814815,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH10,165.08072174738845,['87.16129032258064'],87.16129032258064,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH10,173.98385565052234,['82.05874153723616'],82.05874153723616,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH10,94.8448876226654,['115.78534448426923'],115.78534448426923,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH10,97.07067109844888,['113.04739147749902'],113.04739147749902,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH10,100.28569167458056,['107.19812823576265'],107.19812823576265,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH10,104.73725862614752,['105.7046993229789'],105.7046993229789,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH10,104.2426400759734,['110.55834328952609'],110.55834328952609,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH10,105.9738050015828,['107.82039028275588'],107.82039028275588,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH10,107.9522792022792,['100.85105535643171'],100.85105535643171,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH10,111.90922760367206,"['96.12186379928315', '102.96674631620868']",99.54430505774592,3.4224412584627686,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]', '[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH10,113.88770180436848,['103.71346077260057'],103.71346077260057,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH10,116.11348528015196,['90.5215053763441'],90.5215053763441,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH10,118.0919594808484,['101.22441258462764'],101.22441258462764,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH10,121.80159860715418,"['99.10872162485066', '100.60215053763442']",99.85543608124254,0.746714456391878,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]', '[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH10,124.02738208293763,['86.66348068498607'],86.66348068498607,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH10,125.75854700854704,['96.49522102747909'],96.49522102747909,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
H3S,225.9530791788856,['170.08196721311475'],170.08196721311475,0.0,expt,['10.1038/nature14964']
H3S,194.8680351906158,['190.1639344262295'],190.1639344262295,0.0,expt,['10.1038/nature14964']
H3S,154.98533724340174,['202.86885245901638'],202.86885245901638,0.0,expt,['10.1038/nature14964']
H3S,199.8533724340176,['184.01639344262293'],184.01639344262293,0.0,expt,['10.1038/nature14964']
H3S,205.71847507331373,['171.31147540983605'],171.31147540983605,0.0,expt,['10.1038/nature14964']
H3S,174.9266862170088,['189.75409836065572'],189.75409836065572,0.0,expt,['10.1038/nature14964']
H3S,175.80645161290323,['179.09836065573768'],179.09836065573768,0.0,expt,['10.1038/nature14964']
H3S,176.68621700879766,['185.24590163934425'],185.24590163934425,0.0,expt,['10.1038/nature14964']
H3S,145.01466275659823,['195.08196721311472'],195.08196721311472,0.0,expt,['10.1038/nature14964']
H3S,150.87976539589442,['190.1639344262295'],190.1639344262295,0.0,expt,['10.1038/nature14964']
H3S,182.84457478005865,"['175.8196721311475', '184.83606557377047']",180.327868852459,4.508196721311478,expt,"['10.1038/nature14964', '10.1038/nature14964']"
H3S,219.7947214076246,['171.31147540983605'],171.31147540983605,0.0,expt,['10.1038/nature14964']
H3S,189.88269794721407,['176.2295081967213'],176.2295081967213,0.0,expt,['10.1038/nature14964']
LaH10,136.57142857142856,['242.99003322259136'],242.99003322259136,0.0,expt,['10.1038/s41586-019-1201-8']
LaH10,140.85714285714286,['244.98338870431894'],244.98338870431894,0.0,expt,['10.1038/s41586-019-1201-8']
LaH10,144.57142857142858,"['243.98671096345515', '247.7076411960133', '249.96677740863788', '250.9966777408638']",248.16445182724254,2.6894272533804857,expt,"['10.1038/s41586-019-1201-8', '10.1038/s41586-019-1201-8', '10.1038/s41586-019-1201-8', '10.1038/s41586-019-1201-8']"
LaH10,144.28571428571428,['246.74418604651163'],246.74418604651163,0.0,expt,['10.1038/s41586-019-1201-8']
LaH10,148.57142857142856,['246.578073089701'],246.578073089701,0.0,expt,['10.1038/s41586-019-1201-8']
LaH10,148.85714285714286,['247.77408637873754'],247.77408637873754,0.0,expt,['10.1038/s41586-019-1201-8']
LaH10,150.57142857142858,['248.57142857142858'],248.57142857142858,0.0,expt,['10.1038/s41586-019-1201-8']
LaH10,150.85714285714286,['249.0033222591362'],249.0033222591362,0.0,expt,['10.1038/s41586-019-1201-8']
LaH10,155.71428571428572,['250.531561461794'],250.531561461794,0.0,expt,['10.1038/s41586-019-1201-8']
LaH10,165.42857142857144,['251.49501661129568'],251.49501661129568,0.0,expt,['10.1038/s41586-019-1201-8']
LaH10,167.71428571428572,['248.6046511627907'],248.6046511627907,0.0,expt,['10.1038/s41586-019-1201-8']
LaH10,171.42857142857144,['251.32890365448506'],251.32890365448506,0.0,expt,['10.1038/s41586-019-1201-8']
LaH10,171.71428571428572,['250.03322259136212'],250.03322259136212,0.0,expt,['10.1038/s41586-019-1201-8']
LaH10,182.8571428571429,['247.17607973421926'],247.17607973421926,0.0,expt,['10.1038/s41586-019-1201-8']
LaH10,202.8571428571429,['248.67109634551494'],248.67109634551494,0.0,expt,['10.1038/s41586-019-1201-8']
LaH10,203.1428571428572,['248.00664451827242'],248.00664451827242,0.0,expt,['10.1038/s41586-019-1201-8']
LaH10,211.42857142857144,['245.61461794019934'],245.61461794019934,0.0,expt,['10.1038/s41586-019-1201-8']
LaH10,213.7142857142857,['244.58471760797343'],244.58471760797343,0.0,expt,['10.1038/s41586-019-1201-8']
LaH10,214.00000000000003,['243.98671096345515'],243.98671096345515,0.0,expt,['10.1038/s41586-019-1201-8']
LaH10,218.00000000000003,['243.68770764119603'],243.68770764119603,0.0,expt,['10.1038/s41586-019-1201-8']
